toko,nama_barang,review_text,rating,clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging,sentiment_kualitas_produk,sentiment_harga,sentiment_pengiriman,sentiment_pelayanan,sentiment_performa,sentiment_packaging,text_length,word_count
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"Barang segel, sesuai pesanan, semoga awet.",5,barang segel sesuai pesanan semoga awet,0,0,0,0,0,0,0,0,0,0,0,0,39,6
samsung-official-store,[ Putra Siregar ]  Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,ke2x order nyampenya cepet bangettt sukaaa ❤️❤️❤️,5,kex order nyampenya cepet bangettt sukaaa,0,0,0,0,0,0,0,0,0,0,0,0,41,6
samsung-official-store,Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,"Boleh lah, mudah""an ga ribet ngurus garansinya",5,boleh lah mudah an tidak ribet ngurus garansinya,0,0,0,1,0,0,0,0,0,-1,0,0,48,8
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,Sesuai pesanan...Mantap,5,sesuai pesanan bagus,1,0,0,0,1,0,1,0,0,0,1,0,20,3
samsung-official-store,Samsung Galaxy Tab S9 FE Wifi 6/128GB - Gray,ok,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,"Samsung 43"" Crystal UHD 4K DUE800 Smart TV - UA43DUE800KXXD",barang sudah sampai dan bagus,5,barang sudah sampai dan bagus,1,0,0,0,1,0,1,0,0,0,1,0,29,5
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,Mantap,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A06 4/64GB,paket sudah ditangan.....Thanks S O S,5,paket sudah ditangan thanks s o s,0,0,0,0,0,0,0,0,0,0,0,0,33,7
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,kiriman cepat... barang sesuai pesanan...,5,kiriman cepat barang sesuai pesanan,0,0,1,0,1,0,0,0,1,0,1,0,35,5
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"Barang mendarat dengan selamat, masih tersegel, original SEIN. Top dah",5,barang mendarat dengan selamat masih tersegel original sein top dah,1,0,1,0,0,0,1,0,-1,0,0,0,67,10
samsung-official-store,Samsung Galaxy A06 4/128GB,barang oke joss sesuai pesanan dan keren dapat cas,5,barang bagus joss sesuai pesanan dan keren dapat cas,1,0,0,0,1,0,1,0,0,0,1,0,52,9
samsung-official-store,Samsung Mesin Cuci 9kg WA90 Top Load dengan Wobble Technology - WA90H4200SG/SE,"Barang sesuai dengan diskripsi. Berfungsi normal
halus dan bersih hasil cucinya. respond toko cepat.. paking bagus di plastik + buble",5,barang sesuai dengan diskripsi berfungsi normal halus dan bersih hasil cucinya respond toko cepat paking bagus di plastik buble,1,0,1,1,1,0,1,0,1,1,1,0,127,19
samsung-official-store,Samsung Galaxy A05s 6/128GB,"kurirnya sih yg jelek, paket hilang dijalan",3,kurirnya sih yg buruk paket hilang dijalan,1,0,0,1,0,1,-1,0,0,-1,0,-1,42,7
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"barang segel dan sesuai spek ram 12 dsn 256, dapat bonus charger meski 25 Watt oke juga",5,barang segel dan sesuai spek ram dsn dapat bonus charger meski watt bagus juga,1,0,0,0,1,0,1,0,0,0,1,0,78,14
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"barang sudah sampai ,kondisi sangat bagus sesuai ekspektasi , sangat memuaskan",5,barang sudah sampai kondisi sangat bagus sesuai ekspektasi sangat memuaskan,1,0,0,0,1,0,1,0,0,0,1,0,75,10
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,Alhamdulillah amanah terimakasih,5,alhamdulillah amanah terimakasih,0,0,0,0,0,1,0,0,0,0,0,1,32,3
samsung-official-store,Samsung Galaxy Tab S9 FE+ 12/256GB,baik,5,baik,0,0,0,1,0,0,0,0,0,1,0,0,4,1
samsung-official-store,Samsung Galaxy A06 4/128GB,barang baru asli. expedisinya aja yg ga jelas. padahal sudah lama nyampe dikota saya tapi ga diantar ke alamat saya.. payah jne,5,barang baru asli expedisinya aja yg tidak jelas padahal sudah lambat nyampe dikota saya tapi tidak diantar ke alamat saya payah jne,1,0,1,1,1,0,1,0,-1,-1,-1,0,131,22
samsung-official-store,Samsung Mesin Cuci WA70 Top Load Wobble Technology - 7kg,bagusss,5,bagusss,1,0,0,0,1,0,1,0,0,0,1,0,7,1
samsung-official-store,Samsung Galaxy A06 4/64GB,Ok,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,Alhamdulillah paketnya smpai dengan selamat. Kirain yg dtng hnya powerbank soalnya sempat dihubungi sma penipu ktnya salah kirim produk yg isinya itu cuma powerbank🤭 unt...,5,alhamdulillah paketnya smpai dengan selamat kirain yg dtng hnya powerbank soalnya sempat dihubungi sma penipu ktnya salah kirim produk yg isinya itu cuma powerbank unt,0,0,1,0,0,0,0,0,-1,0,0,0,167,25
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,barang sesuai pengiriman cepat,5,barang sesuai pengiriman cepat,0,0,1,0,1,0,0,0,1,0,1,0,30,4
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,good mantab fiturnya ejjdjdjdhshhshshshhshshsjsjsjsjsjsjsjsjsjjssjjsjsjs,5,good mantab fiturnya ejjdjdjdhshhshshshhshshsjsjsjsjsjsjsjsjsjjssjjsjsjs,0,0,0,0,0,0,0,0,0,0,0,0,72,4
samsung-official-store,Samsung Mesin Cuci WA70 Top Load Wobble Technology - 7kg,Bagus.semoga awet,5,bagus semoga awet,1,0,0,0,1,0,1,0,0,0,1,0,17,3
samsung-official-store,Samsung Galaxy A06 4/64GB,i like thiss,5,i like thiss,0,0,0,0,0,0,0,0,0,0,0,0,12,3
samsung-official-store,Samsung Galaxy A36 5G [12/256] - | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge,"BARANG SESUAI DENGAN YG DI PESEN , TERIMA KASIH BANYAK",5,barang sesuai dengan yg di pesen terima kasih banyak,0,0,0,0,0,0,0,0,0,0,0,0,52,9
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"barang asli, pengiriman aman, udah include charger juga",5,barang asli pengiriman aman sudah include charger juga,1,0,0,0,0,1,1,0,0,0,0,1,54,8
samsung-official-store,Samsung Galaxy Tab S9 FE Wifi 6/128GB - Gray,"Mantap, barang ori dan sampai dengan aman + cepat, packaging secure 👍",5,bagus barang ori dan sampai dengan aman cepat packaging secure,1,0,1,0,1,1,1,0,1,0,1,1,62,10
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"top markotop, dikirim aman sampe di tempat",5,top markotop dikirim aman sampe di tempat,0,0,0,0,0,1,0,0,0,0,0,1,41,7
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,"Produk bagus,,,pengiriman Cepat,,,,",5,produk bagus pengiriman cepat,1,0,1,0,1,0,1,0,1,0,1,0,29,4
samsung-official-store,Samsung Galaxy A06 4/64GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"Barang masih segel dan pengiriman cepat.. Untuk foto jelas dan jernih.. itu adalah contoh foto dan video dari samsung a56.. 
..",5,barang masih segel dan pengiriman cepat untuk foto jelas dan jernih itu adalah contoh foto dan video dari samsung a,0,0,1,0,1,0,0,0,1,0,1,0,115,20
samsung-official-store,Samsung Galaxy Tab S9 FE+ 12/256GB,"packinya di tebelin lagi min, sangat rawan pecah solnya",4,packinya di tebelin lagi min sangat rawan pecah solnya,0,0,0,0,1,0,0,0,0,0,-1,0,54,9
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,mantap barangnya ori.. paketnya dibungkus aman dengan kardus tambahan dan bubble wrap tebal..luar biasa aman paketnya.. terimakasih ya..,5,bagus barangnya ori paketnya dibungkus aman dengan kardus tambahan dan bubble wrap tebal luar biasa aman paketnya terimakasih ya,1,0,0,0,1,1,1,0,0,0,1,1,128,19
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,Sampai dengan selamat tanpa ada cacat samasekali mantap deh pokoknyaTadinya udah dagdigdug karena gak pernah beli hp secara online mana hampir kena tipu sama nomor yang m...,5,sampai dengan selamat tanpa ada cacat samasekali bagus deh pokoknyatadinya sudah dagdigdug karena tidak pernah beli hp secara online mana hampir kena tipu sama nomor yang m,1,0,1,1,1,0,0,0,-1,-1,1,0,172,27
samsung-official-store,Samsung Galaxy A06 4/64GB,Bagus barang ori😍,5,bagus barang ori,1,0,0,0,1,0,1,0,0,0,1,0,16,3
samsung-official-store,Samsung Galaxy A06 4/128GB,Terima kasih barang sudah sampai dengan kondisi sangat baik pakcing juga tebal,5,terima kasih barang sudah sampai dengan kondisi sangat baik pakcing juga tebal,0,0,0,1,0,0,0,0,0,1,0,0,78,12
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,kau disana aku diseberangmu..,5,kau disana aku diseberangmu,0,0,0,0,0,0,0,0,0,0,0,0,27,4
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Semua sesuai dengan desekripsi,5,semua sesuai dengan desekripsi,0,0,0,0,0,0,0,0,0,0,0,0,30,4
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,ok,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A06 4/128GB,"Pengiriman cepat, barang diterima dgn baik, fungsi baik, terpercaya.. mksh",5,pengiriman cepat barang diterima dgn baik fungsi baik terpercaya mksh,0,0,1,1,1,0,0,0,1,1,1,0,69,10
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,Sesuai pesanan,5,sesuai pesanan,0,0,0,0,0,0,0,0,0,0,0,0,14,2
samsung-official-store,[ MatPeciStore ] Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,Bintang yang berbicara,5,bintang yang berbicara,0,0,0,0,0,0,0,0,0,0,0,0,22,3
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"Barang sudah diterima, pelayanan dan pengiriman cepat.. terimakasih..",5,barang sudah diterima pelayanan dan pengiriman cepat terimakasih,0,0,1,0,1,0,0,0,1,0,1,0,64,8
samsung-official-store,Samsung Smart TV 43 inch Full HD dengan Ultra Clean View - UA43T6500BKXXD,Y,5,y,0,0,0,0,0,0,0,0,0,0,0,0,1,1
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,alhamdulillah....bagus banget... hp ke 3 bli d papih nich,5,alhamdulillah bagus banget hp ke bli d papih nich,1,0,0,0,1,0,1,0,0,0,1,0,49,9
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Mantap barangnya,5,bagus barangnya,1,0,0,0,1,0,1,0,0,0,1,0,15,2
samsung-official-store,Samsung Galaxy A06 4/64GB,"Good.
Sudah 2x order",5,good sudah x order,0,0,0,0,0,0,0,0,0,0,0,0,18,4
samsung-official-store,Samsung Galaxy Tab S9 5G 8/128GB,tablet berfungsi dengan baik,5,tablet berfungsi dengan baik,0,0,0,1,0,0,0,0,0,1,0,0,28,4
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,Alhamdulillah sampai dengan selamat toko amanahh suka bangett sama warna nyaa pengiriman cepat,5,alhamdulillah sampai dengan selamat toko amanahh suka bangett sama warna nyaa pengiriman cepat,0,0,1,0,1,1,0,0,0,0,1,1,94,13
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A16 5G 8/256GB,Sngt bgs,5,sngt bagus,1,0,0,0,1,0,1,0,0,0,1,0,10,2
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"Bagus banget packagingnya, sangat rapi dan aman. Smartwatchnya juga sesuai deskripsi sangat bagus. Thank you seller",5,bagus banget packagingnya sangat rapi dan aman smartwatchnya juga sesuai deskripsi sangat bagus thank you seller,1,0,0,0,1,1,1,0,0,0,1,1,112,16
samsung-official-store,Samsung Galaxy A06 4/64GB,"selalu belanja hp di samsung karena kualitasnya sudah terjamin. ìni saya beli untuk kado jg, jd belum dibuka segelnya, semoga awet yah .. amin. terimakasih",5,selalu belanja hp di samsung karena kualitasnya sudah terjamin ni saya beli untuk kado jg jadi belum dibuka segelnya semoga awet yah amin terimakasih,1,0,0,0,0,0,1,0,0,0,0,0,149,24
samsung-official-store,Samsung Galaxy Tab A9+ 8/128GB,keren.. dapat diskon yg lumayan,5,keren dapat diskon yg lumayan,0,0,0,0,0,0,0,0,0,0,0,0,29,5
samsung-official-store,"Samsung 55"" Crystal UHD 4K DUE800 Smart TV - UA55DUE800KXXD","Barang diterima baik, kurir juga cepat dalam proses pengiriman. Semoga dipertahakan performanya.",5,barang diterima baik kurir juga cepat dalam proses pengiriman semoga dipertahakan performanya,0,0,1,1,1,0,0,0,1,1,1,0,93,12
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama",Bagus bgtttt cuma minusnya kita ga bisa Pekerjaan tecprotec jadi kalo ada kerusakan sesuai harga sparepart nya huhu,5,bagus bgtttt cuma minusnya kita tidak bisa pekerjaan tecprotec jadi kalo ada kerusakan sesuai harga sparepart nya huhu,1,0,0,1,1,1,0,0,0,-1,1,-1,118,18
samsung-official-store,Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,"Barang sesuai pesanan, packing aman. Semoga awet",5,barang sesuai pesanan packing aman semoga awet,0,0,0,0,0,1,0,0,0,0,0,1,46,7
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,"Pengiriman cepat, packing tebel banget
Alhamdulillah dapet yg free fire juga dan promo yg murah banget, garansi resmi buka repack",5,pengiriman cepat packing tebel banget alhamdulillah dapet yg free fire juga dan promo yg murah banget garansi resmi buka repack,0,1,1,0,1,0,0,1,1,0,1,0,127,20
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,Alhamdulillah sampai juga😍 bagus ori,5,alhamdulillah sampai juga bagus ori,1,0,0,0,1,0,1,0,0,0,1,0,35,5
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"Mantappp packing sangat aman, nyampai dengan baik dan mulus. dan udh nyoba beberapa hari aman. Alhamdulillah semua aman, semoga awet.",5,mantappp packing sangat aman nyampai dengan baik dan mulus dan sudah nyoba beberapa hari aman alhamdulillah semua aman semoga awet,1,0,0,1,0,1,1,0,0,1,0,1,130,20
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,Imei yg tertera dikardus tidak terdaftar dikemenperin,1,imei yg tertera dikardus tidak terdaftar dikemenperin,0,0,0,1,0,0,0,0,0,-1,0,0,53,7
samsung-official-store,Samsung Galaxy A06 4/64GB,barang sudah sampai dengan aman peking nya aman banget dabel terimakasih,5,barang sudah sampai dengan aman peking nya aman banget dabel terimakasih,0,0,0,0,0,1,0,0,0,0,0,1,72,11
samsung-official-store,Samsung Galaxy A06 4/128GB,"Respon seller cepat, pengiriman cepat, packing rapih dan aman. Cuman kemarin sempet hampir jadi sasaran penipuan mengatasnamakan dari Official store, tapi btw barang asli...",5,responsif seller cepat pengiriman cepat packing rapih dan aman cuman kemarin sempet hampir jadi sasaran penipuan mengatasnamakan dari official store tapi btw barang asli,1,0,1,1,1,1,1,0,1,1,1,1,169,24
samsung-official-store,Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE,Alhamdulillah sudah sampai mesin cucinya cpet bgt mesennya kemarin pagi dan sampai siang ini. . semoga awet ya mesin cucinya sprti mesin cuci ku yg lama blm prnh rusak st...,5,alhamdulillah sudah sampai mesin cucinya cepat banget mesennya kemarin pagi dan sampai siang ini semoga awet ya mesin cucinya sprti mesin cuci ku yg lambat belum prnh buruk st,1,0,1,1,1,1,-1,0,0,-1,0,-1,175,29
samsung-official-store,Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,barang amannn mantappp hehe,5,barang amannn mantappp hehe,1,0,0,0,0,1,1,0,0,0,0,1,27,4
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"Original.. barang bagus.. mantap..
Samsung official amaanah.. terimakasih
Performa: Baik",5,original barang bagus bagus samsung official amaanah terimakasih performa baik,1,0,0,1,1,0,1,0,0,1,1,0,78,10
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,Bagus..ga ada yg rijek barang ori,5,bagus tidak ada yg rijek barang ori,1,0,0,1,1,0,1,0,0,-1,1,0,35,7
samsung-official-store,Samsung Galaxy Tab S10 FE [8/128] - | Tablet AI | Galaxy AI | Layar besar,Barangnya tiba dengan baik,5,barangnya tiba dengan baik,0,0,0,1,0,0,0,0,0,1,0,0,26,4
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"barang masih segel, berfungsi dengan baik dan ada garansinya, kurangnya cuma slowrespon aja dari selernya🙏
tapi tetep bintang 5",5,barang masih segel berfungsi dengan baik dan ada garansinya kurangnya cuma slowrespon aja dari selernya tapi tetep bintang,0,0,1,1,0,0,0,0,-1,1,0,0,122,18
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,"udah di unboxing ternyata not compatible with ios wkwk, untung dirumah ada user android. my bad juga sih ga baca deskripsi produk (jangan ditiru yawwg 🙏🏻🙏🏻) tapi jam...",5,sudah di unboxing ternyata not compatible with ios wkwk untung dirumah ada user android my bad juga sih tidak baca deskripsi produk jangan ditiru yawwg tapi jam,1,0,0,1,0,0,-1,0,0,-1,0,0,160,27
samsung-official-store,Samsung Galaxy A06 4/64GB,mantap sesuai spesifikasi,5,bagus sesuai spesifikasi,1,0,0,0,1,0,1,0,0,0,1,0,24,3
samsung-official-store,Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A06 5G [6//128] | Prosesor Dimensity 6300 | Baterai 5.000 mAh | 25W Fast Charging,"paket sudah diterima,sesuai dgn yg dipesan...pengirimannya juga baik, cepat  dan aman sampai ditempat trimakasih",5,paket sudah diterima sesuai dgn yg dipesan pengirimannya juga baik cepat dan aman sampai ditempat trimakasih,0,0,1,1,1,1,0,0,1,1,1,1,108,16
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"BNIB , garansi resmi, packing aman dan produk sesuai pesanan . terima kasih",5,bnib garansi resmi packing aman dan produk sesuai pesanan terima kasih,0,0,0,0,0,1,0,0,0,0,0,1,70,11
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"Warnanya keren,terimakasih udah amanah banget,setelah kemarin hampir di tipu toko lain 🫠🫠🫠",5,warnanya keren terimakasih sudah amanah banget setelah kemarin hampir di tipu toko lain,0,0,0,0,0,1,0,0,0,0,0,1,87,13
samsung-official-store,Samsung Galaxy A06 4/128GB,"Pembelian ke sekian kali nya, njoooos",5,pembelian ke sekian kali nya njoooos,0,0,0,0,0,0,0,0,0,0,0,0,36,6
samsung-official-store,Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,barang masih di segel mudah mudahan awet tidak ada kendala,5,barang masih di segel mudah mudahan awet tidak ada kendala,0,0,0,1,0,0,0,0,0,-1,0,0,58,10
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"barang masih segel,dan hp nya baru,semoga awet",5,barang masih segel dan hp nya baru semoga awet,0,0,0,0,0,0,0,0,0,0,0,0,46,9
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,Mantap,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,"Bagus 
Awal nya aga takut ga nyampe karna ada admin yg ngaku dr samsung bilang kalau paket ketuker sama infinix.. Untung aku tanya dulu ke samsung pas life di jawab langs...",5,bagus awal nya aga takut tidak nyampe karna ada admin yg ngaku dr samsung bilang kalau paket ketuker sama infinix untung aku tanya dulu ke samsung pas life di jawab langs,1,0,0,1,1,0,1,0,0,-1,1,0,170,31
samsung-official-store,Samsung Galaxy A06 4/64GB,"lengkap dgn charger dan kabel data, ini lagi di-charge, cepat dikirimnya cuma 2 hari.",5,lengkap dgn charger dan kabel data ini lagi di charge cepat dikirimnya cuma hari,0,0,1,0,1,0,0,0,1,0,0,0,80,14
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,Alhamdulillah barang sesuai walaupun ada drama chat WA dari orang ga jelas yg infoin barang salah kirim,5,alhamdulillah barang sesuai walaupun ada drama chat wa dari orang tidak jelas yg infoin barang salah kirim,0,0,0,1,0,0,0,0,0,-1,0,0,106,17
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,bagus bgtt oriiii kapan² lagi beli disini aja😘😘😘,5,bagus bgtt oriiii kapan lagi beli disini aja,1,0,0,0,1,0,1,0,0,0,0,0,44,8
samsung-official-store,Samsung Galaxy A06 4/64GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,"Samsung 43"" Crystal UHD 4K DUE800 Smart TV - UA43DUE800KXXD","barang sesuai deskripsi, original, dapet garansi, mantap samsung 👌🏻👌🏻👌🏻",5,barang sesuai deskripsi original dapet garansi bagus samsung,1,0,0,0,1,0,1,0,0,0,1,0,60,8
samsung-official-store,Samsung Galaxy A06 4/128GB,"barang segel dan sesuai dengan pesanan,ada garansi, spesifikasi bagus
mantap dan bagus pengiriman juga cepat fast respon",5,barang segel dan sesuai dengan pesanan ada garansi spesifikasi bagus bagus dan bagus pengiriman juga cepat cepat responsif,1,0,1,1,1,0,1,0,1,1,1,0,122,18
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Nicee!!! Thankyou!!!,5,nicee thankyou,0,0,0,0,0,0,0,0,0,0,0,0,14,2
samsung-official-store,[ Faredo29 ] Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,Bagus sesuai,5,bagus sesuai,1,0,0,0,1,0,1,0,0,0,1,0,12,2
samsung-official-store,[ Jumat Hemat ] Samsung Galaxy A06 4/64GB,Rekomendasi pokoknya,4,rekomendasi pokoknya,0,0,0,0,0,0,0,0,0,0,0,0,20,2
samsung-official-store,Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,amann baguss packing nyaa rapihhh,5,amann baguss packing nyaa rapihhh,1,0,0,0,1,1,1,0,0,0,1,1,33,5
samsung-official-store,Samsung Galaxy A06 4/128GB,"terima kasih hp berfungsi , pengiriman cepat , paking aman",5,terima kasih hp berfungsi pengiriman cepat paking aman,0,0,1,0,1,1,0,0,1,0,1,1,54,8
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Ori semua good luck,5,ori semua good luck,0,0,0,0,0,0,0,0,0,0,0,0,19,4
samsung-official-store,Samsung Galaxy A06 4/64GB,Barang diterima utuh bersegel,5,barang diterima utuh bersegel,0,0,0,0,0,0,0,0,0,0,0,0,29,4
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Cantikk 🤏🏻💕🎉,5,cantikk,0,0,0,0,0,0,0,0,0,0,0,0,7,1
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Cantik sekali 🤏🏻💕🎉,5,cantik sekali,0,0,0,0,0,0,0,0,0,0,0,0,13,2
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,Suka banget,5,suka banget,0,0,0,0,0,0,0,0,0,0,0,0,11,2
samsung-official-store,Samsung Galaxy A06 4/64GB,"Bagus,,, suka sesuai",5,bagus suka sesuai,1,0,0,0,1,0,1,0,0,0,1,0,17,3
samsung-official-store,Samsung Galaxy A56 5G [8/256] [Upgrade dari 8/128 GB] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge,terimakasih barang sampai dengan aman,5,terimakasih barang sampai dengan aman,0,0,0,0,0,1,0,0,0,0,0,1,37,5
samsung-official-store,Samsung Galaxy S24 FE 8/512GB,"barang sampai dengan selamat, semoga awet, thanks ya!",5,barang sampai dengan selamat semoga awet thanks ya,0,0,1,0,0,0,0,0,-1,0,0,0,50,8
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Trimakasih sesuai pesanan ny,5,trimakasih sesuai pesanan ny,0,0,0,0,0,0,0,0,0,0,0,0,28,4
samsung-official-store,Samsung Galaxy A06 5G [6/128] Gaming Package - Light Green | 5.000 mAh | 25W Fast Charging,"Top banget daah pokoknya, sangat recommend 😃👍",5,top banget daah pokoknya sangat recommend,0,0,0,0,0,0,0,0,0,0,0,0,41,6
samsung-official-store,Samsung Galaxy A06 4/64GB,"Pesanan sudah ditangan...proses dan pengiriman gercep sat set, sudah ditest Hp mulus tanpa masalah....Thanks S O S 👍👍",5,pesanan sudah ditangan proses dan pengiriman gercep sat set sudah ditest hp mulus tanpa masalah thanks s o s,0,0,0,0,0,0,0,0,0,0,0,0,108,19
samsung-official-store,Samsung Galaxy A06 4/128GB,Hp dalam keadaan aman dan bagus.tapi baru kali ini pesen hp di tiktok 2x ada yang mau nipu.,5,hp dalam keadaan aman dan bagus tapi baru kali ini pesen hp di tiktok x ada yang mau nipu,1,0,0,0,1,1,1,0,0,0,1,1,89,19
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A36 5G [8/256] [Upgrade dari 8/128 GB] | Galaxy AI | Snapdragon 6 | 45W Super Fast Charge,Performa sistem: Sampai detik ini masih oke setelah barang sampai,4,performa sistem sampai detik ini masih bagus setelah barang sampai,1,0,0,0,1,0,1,0,0,0,1,0,66,10
