toko,nama_barang,review_text,rating,clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging,sentiment_kualitas_produk,sentiment_harga,sentiment_pengiriman,sentiment_pelayanan,sentiment_performa,sentiment_packaging,text_length,word_count
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,Mantap,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sesuai ekspektasi,5,sesuai ekspektasi,0,0,0,0,0,0,0,0,0,0,0,0,17,2
samsung-official-store,"Samsung Smart TV 50"" Crystal UHD 4K DU7000 4K - UA50DU7000KXXD","Barang tiba dengan aman, packing bagus, tp respon admin nya, parahhhhhhhhh, chat jarang di balas",1,barang tiba dengan aman packing bagus tapi responsif admin nya parahhhhhhhhh chat jarang di balas,1,0,0,1,1,1,0,0,0,1,1,1,97,15
samsung-official-store,Samsung Galaxy A06 4/64GB,"alhamdulillah, barang selamat sampai tujuan makasih samsung",5,alhamdulillah barang selamat sampai tujuan makasih samsung,0,0,1,0,0,0,0,0,-1,0,0,0,58,7
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,Alhamdulillah sudah sampai hp samsung A56 masih segel dus.,4,alhamdulillah sudah sampai hp samsung a masih segel dus,0,0,0,0,0,0,0,0,0,0,0,0,55,9
samsung-official-store,Samsung Galaxy A06 4/128GB,barangnya ori cuma pengemasan nya lama,2,barangnya ori cuma pengemasan nya lambat,0,0,1,1,1,0,0,0,-1,-1,-1,0,40,6
samsung-official-store,"Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS","Sangat mengecewakan!! Tidak bs konek dg S23+. Sdh coba semua cara, update android & wearable, unpair-pair, dll, tetap gagal saat 70-80% selalu. Toko resmi harusnya ka...",1,sangat mengecewakan tidak bs konek dg s sdh coba semua cara update android wearable unpair pair dll tetap gagal saat selalu toko resmi harusnya ka,0,0,0,1,0,0,0,0,0,-1,0,0,146,25
samsung-official-store,Samsung Galaxy A26 5G [8/256] - Galaxy AI | Smartphone AI | Baterai 5000mAh,sipp 2 kali beli di toko ini . terpecaya dan sangat amanah . next mau beli lagi buat ibu saya . semoga senantiasa di berkati semua . amin,5,sipp kali beli di toko ini terpecaya dan sangat amanah next mau beli lagi buat ibu saya semoga senantiasa di berkati semua amin,0,0,0,0,1,1,0,0,0,0,-1,1,127,23
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Pengiriman Cepat, packing barangnya aman, overall good service",5,pengiriman cepat packing barangnya aman overall good service,0,0,1,0,1,1,0,0,1,0,1,1,60,8
samsung-official-store,Samsung Galaxy A06 4/128GB,"barang segel dan lengkap masih original dan tidak fake, pengiriman agak lambat dikit tapi so far oklah semua",5,barang segel dan lengkap masih original dan tidak fake pengiriman agak lambat dikit tapi so far oklah semua,1,0,1,1,1,0,0,0,-1,-1,-1,0,107,18
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Sesuai pesanan,original 100%  terima kasih Bang Baim wong",5,sesuai pesanan original terima kasih bang baim wong,1,0,0,0,0,0,1,0,0,0,0,0,51,8
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Alhamdulillah udh mendarat  hp nya bagus bgt aku ujan,5,alhamdulillah sudah mendarat hp nya bagus banget aku ujan,1,0,0,0,1,0,1,0,0,0,1,0,57,9
samsung-official-store,Samsung Galaxy A06 4/64GB,"Sudah dicoba, bagus. Sesuai dengan harga
Thank you samsung!",5,sudah dicoba bagus sesuai dengan harga thank you samsung,1,0,0,0,1,0,1,0,0,0,1,0,56,9
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A06 4/128GB,anak sy seneng banget dikasih kado ultah hp ini,5,anak sy seneng banget dikasih kado ultah hp ini,0,0,0,0,0,0,0,0,0,0,0,0,47,9
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Ok banget,5,bagus banget,1,0,0,0,1,0,1,0,0,0,1,0,12,2
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,mantap bagus bangetttttttt,5,bagus bagus bangetttttttt,1,0,0,0,1,0,1,0,0,0,1,0,25,3
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,Bagusss polll amanah juga,5,bagusss polll amanah juga,1,0,0,0,1,1,1,0,0,0,1,1,25,4
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Thx hp sdh diterima dg baik,5,thx hp sdh diterima dg baik,0,0,0,1,0,0,0,0,0,1,0,0,27,6
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,Barang sampai dirumah dalam keadaan baik dan berfingsi dengan baik. top seller jangan ragu lagi berbelanja disini,5,barang sampai dirumah dalam keadaan baik dan berfingsi dengan baik top seller jangan ragu lagi berbelanja disini,0,0,0,1,1,0,0,0,0,1,-1,0,112,17
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,sedikit ada ke anehan,5,sedikit ada ke anehan,0,0,0,0,0,0,0,0,0,0,0,0,21,4
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Mantap sesuai dengan pesanan,5,bagus sesuai dengan pesanan,1,0,0,0,1,0,1,0,0,0,1,0,27,4
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Bagus hp nya next bakal order lagi,5,bagus hp nya next bakal order lagi,1,0,0,0,1,0,1,0,0,0,0,0,34,7
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"ok,sesuai pesanan,,semua hidup,,kecuali pengiriman agak lama",5,bagus sesuai pesanan semua hidup kecuali pengiriman agak lambat,1,0,1,1,1,0,1,0,-1,-1,0,0,63,9
samsung-official-store,[ Baim Wong Exclusive ] Samsung Galaxy Tab A9 Wifi 4GB/64GB,All good,5,all good,0,0,0,0,0,0,0,0,0,0,0,0,8,2
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,Keren mantab,5,keren mantab,0,0,0,0,0,0,0,0,0,0,0,0,12,2
samsung-official-store,Samsung Galaxy S24 Ultra 5G 12/256GB [Smartphone],mantap,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,"Aman sampai Papua, makasih. Barang bergaransi ORI. Thanks",5,aman sampai papua makasih barang bergaransi ori thanks,0,0,0,0,0,1,0,0,0,0,0,1,54,8
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Real pict. Amanah. Thank U..,5,real pict amanah thank u,0,0,0,0,0,1,0,0,0,0,0,1,24,5
samsung-official-store,Samsung Galaxy A06 4/64GB,Sangat bagus untuk harga under 1.5 juta aan,5,sangat bagus untuk harga under juta aan,1,0,0,0,1,0,1,0,0,0,1,0,39,7
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,barang asli pengiriman cepat ada bonus kartu axis.👍,5,barang asli pengiriman cepat ada bonus kartu axis,1,0,1,0,1,0,1,0,1,0,1,0,49,8
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Ori,5,ori,0,0,0,0,0,0,0,0,0,0,0,0,3,1
samsung-official-store,Samsung Galaxy A06 4/128GB,Good condition,5,good condition,0,0,0,0,0,0,0,0,0,0,0,0,14,2
samsung-official-store,[ Baim Wong Exclusive ] Samsung Galaxy Tab A9 Wifi 4GB/64GB,alhamdulillah produk ori brg dtg sesui packing aman banyak bablewrap❤️,5,alhamdulillah produk ori brg dtg sesui packing aman banyak bablewrap,0,0,0,0,0,1,0,0,0,0,0,1,68,10
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"baguss , tapi respon admin lama, bahkan chat gak d buka2 😁😁",5,baguss tapi responsif admin lambat bahkan chat tidak d buka,1,0,1,1,1,0,1,0,-1,0,0,0,59,10
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sukaaa,5,sukaaa,0,0,0,0,0,0,0,0,0,0,0,0,6,1
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,mantap barang ori,5,bagus barang ori,1,0,0,0,1,0,1,0,0,0,1,0,16,3
samsung-official-store,Samsung Galaxy A06 5G [6/128] Gaming Package - Light Green | 5.000 mAh | 25W Fast Charging,"hp nya keren, kotaknya gede banget ternyata ada aksesorisnya didalam, senang banget ☺️👍👍👍",5,hp nya keren kotaknya gede banget ternyata ada aksesorisnya didalam senang banget,0,0,0,0,0,0,0,0,0,0,0,0,81,12
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,"Sudah sesuai, barangnya bisa digunakan dg baik",5,sudah sesuai barangnya bisa digunakan dg baik,0,0,0,1,0,0,0,0,0,1,0,0,45,7
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sangat memuaskan,4,sangat memuaskan,0,0,0,0,0,0,0,0,0,0,0,0,16,2
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Barang bagus, berfungsi normal. Ready dan update stok, deskripsi lengkap, bisa langsung langsung beli tanpa harus ribet nanya 👍 recommended store.",5,barang bagus berfungsi normal ready dan update stok deskripsi lengkap bisa langsung langsung beli tanpa harus ribet nanya rekomendasi store,1,0,0,0,1,0,1,0,0,0,1,0,139,20
samsung-official-store,Samsung Galaxy A56 5G [12/256] - Galaxy AI | Smartphone AI | 50MP OIS HDR Camera | 45W Super Fast Charge AI Publish on,"AKUN PEMBELIAN SAMSUNG YG PALING TERPERCAYAA SE INDONESIA🤩🤩🤩🤩🤩
Barang lebih fresh dan original. harga lebih murah dari store2 yg lain. dijamin tidak akan menyesal. T...",5,akun pembelian samsung yg paling terpercayaa se indonesia barang lebih fresh dan original harga lebih murah dari store yg lain dijamin tidak akan menyesal t,1,1,0,1,0,0,1,1,0,-1,0,0,156,25
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,"pengiriman cepat, packing aman, tablet sdh dicoba dan berfungsi baik..
bocil pada seneng..",5,pengiriman cepat packing aman tablet sdh dicoba dan berfungsi baik bocil pada seneng,0,0,1,1,1,1,0,0,1,1,1,1,84,13
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"Barang masih disegel, pengirimannya cepat dan aman",5,barang masih disegel pengirimannya cepat dan aman,0,0,1,0,1,1,0,0,1,0,1,1,49,7
samsung-official-store,Samsung Galaxy S24 FE 8/512GB,Produk sesuai dengan,5,produk sesuai dengan,0,0,0,0,0,0,0,0,0,0,0,0,20,3
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,Mantul,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy A06 4/128GB,Pesanan sudah sampai sesuai dengan pesanan walau tidak sesuai dengan estimasi,5,pesanan sudah sampai sesuai dengan pesanan walau tidak sesuai dengan estimasi,0,0,0,1,0,0,0,0,0,-1,0,0,77,11
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Sempet ragu takut gagal takut ilang pokoknya parno perdana banget beli online.. 
Buuuut ma sya allah datang dengan cepat pesen tgl 3 tgl 4 syudah sampai 
Si mas kurirnyaa...",5,sempet ragu takut gagal takut ilang pokoknya parno perdana banget beli online buuuut ma sya allah datang dengan cepat pesen tgl tgl syudah sampai si mas kurirnyaa,0,0,1,0,1,0,0,0,1,0,1,0,162,27
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Sesuaiiii hpnya ori kok maaf ga ada gambar soalnya lagsg dipake anak,5,sesuaiiii hpnya ori kok maaf tidak ada gambar soalnya lagsg dipake anak,0,0,0,1,1,0,0,0,0,-1,-1,0,71,12
samsung-official-store,"Samsung Galaxy Watch7 [40mm] - [Green, Cream], Smartwatch AI, Prosesor 3nm, Sleep Apnea Monitoring, Dual GPS","mantap sangat cepat pengiriman, barang sampai dipemilik aman",5,bagus sangat cepat pengiriman barang sampai dipemilik aman,1,0,1,0,1,1,1,0,1,0,1,1,58,8
samsung-official-store,Samsung Galaxy Fit3 - Smartwatch,sangat baik,5,sangat baik,0,0,0,1,0,0,0,0,0,1,0,0,11,2
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Ok,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,bagusss bangettttttt the bestt,5,bagusss bangettttttt the bestt,1,0,0,0,1,0,1,0,0,0,1,0,30,4
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"marah sudah sampai, segel dan lengkap, mantap",5,marah sudah sampai segel dan lengkap bagus,1,0,0,0,1,0,1,0,0,0,1,0,42,7
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy S24 Ultra 5G 12/256GB [Smartphone],"sangat puas, garansi sesuai hp hidup",5,sangat puas garansi sesuai hp hidup,0,0,0,0,0,0,0,0,0,0,0,0,35,6
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,Topp,5,topp,0,0,0,0,0,0,0,0,0,0,0,0,4,1
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"mantap min saya sangat suka sekali, nak beli lagi",5,bagus min saya sangat suka sekali nak beli lagi,1,0,0,0,1,0,1,0,0,0,0,0,47,9
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,barang berfungsi dengan baik,5,barang berfungsi dengan baik,0,0,0,1,0,0,0,0,0,1,0,0,28,4
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Packing barang rapi, rapat, dan tebal. Sangat aman untuk menjaga supaya ponsel tidak rusak saat datang. Fungsi berjalan dengan sangat baik dan 100% original.",5,packing barang rapi rapat dan tebal sangat aman untuk menjaga supaya ponsel tidak buruk saat datang fungsi berjalan dengan sangat baik dan original,1,0,0,1,0,1,0,0,0,-1,0,1,147,23
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Ok,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,"Barang sesuai deskripsi,pengemasan aman, kurir ramah",5,barang sesuai deskripsi pengemasan aman kurir ramah,0,0,0,1,0,1,0,0,0,1,0,1,51,7
samsung-official-store,"Samsung 43"" Crystal UHD 4K DU7000 4K Smart TV - UA43DU7000KXXD",Pengiriman cepat paket di kemas dengan rapi dan aman,5,pengiriman cepat paket di kemas dengan rapi dan aman,0,0,1,0,1,1,0,0,1,0,1,1,52,9
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Trimakasih,5,trimakasih,0,0,0,0,0,0,0,0,0,0,0,0,10,1
samsung-official-store,"Samsung Galaxy Buds3 - [Silver, White], Bluetooth Earbuds, Adaptive Noise Control, Hi-Fi Sound, Dual AMP",Bagusss,5,bagusss,1,0,0,0,1,0,1,0,0,0,1,0,7,1
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,cepat tepat dan original. paking aman dan berfungsi dengan baik,5,cepat tepat dan original paking aman dan berfungsi dengan baik,1,0,1,1,1,1,1,0,1,1,1,1,62,10
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,sudah lama ga beli hp..sempat deg2an barang sampai ga ya..Alhamdulillah setelah nanya2 dg kurir idx..katanya belum pernah ada kejadian isi paket yg di tukar/diambil..klo...,5,sudah lambat tidak beli hp sempat degan barang sampai tidak ya alhamdulillah setelah nanya dg kurir idx katanya belum pernah ada kejadian isi paket yg di tukar diambil klo,0,0,1,1,1,0,0,0,-1,-1,-1,0,171,29
samsung-official-store,Samsung Galaxy Tab A9 Wifi 4/64GB - Graphite,pengiriman cepet bgt. packing jg aman. ga ada bonus kepala carjer yorobun. so far memuaskan karna dapet harga murah hehe,5,pengiriman cepet banget packing jg aman tidak ada bonus kepala carjer yorobun so far memuaskan karna dapet harga murah hehe,0,1,0,1,0,1,0,1,0,-1,0,1,123,20
samsung-official-store,Samsung Galaxy A06 6/128GB - | Baterai 6.000 mAh | 25W Fast Charging,"ori barang segel pabrik, jgan ragu klo official satu ini, pas harga promo",5,ori barang segel pabrik jgan ragu klo official satu ini pas harga promo,0,0,0,0,0,0,0,0,0,0,0,0,71,13
samsung-official-store,[ Putra Siregar ] Samsung Galaxy A06 4/64GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy Tab A9+ Wifi 4GB/64GB,"Suka bgt tq, pesen tgl 1, tgl 3 sudah di terima dgn baik. Berkah selalu. Yg pakai smartphone samsung wajib punya ini, gampang bgt nyalin datanya 🔥",5,suka banget tq pesen tgl tgl sudah di terima dgn baik berkah selalu yg pakai smartphone samsung wajib punya ini gampang banget nyalin datanya,0,0,0,1,0,0,0,0,0,1,0,0,141,24
samsung-official-store,Samsung Galaxy S25 Ultra 5G [12/256] | AI Smartphone | Android,Baik oke terpercaya mantap reliable speedy,5,baik bagus terpercaya bagus reliable speedy,1,0,0,1,1,0,1,0,0,1,1,0,43,6
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Barang tiba sesuai estimasi, barang baru masih segel, berfungsi dengan sangat baik. 

Recommended!! ⭐️⭐️⭐️⭐️⭐️",5,barang tiba sesuai estimasi barang baru masih segel berfungsi dengan sangat baik rekomendasi,0,0,0,1,0,0,0,0,0,1,0,0,92,13
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Katanya ram 8 trnyata dtang ram 4,1,katanya ram trnyata dtang ram,0,0,0,0,0,0,0,0,0,0,0,0,29,5
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Alhamdulilah paketan nya selamat sampai tujuan setelah terjadi nya derama ada yg mengaku dari pihak toko nge wa pesanan di batalkan karna ada kendala tertukar di ekspedis...,5,alhamdulilah paketan nya selamat sampai tujuan setelah terjadi nya derama ada yg mengaku dari pihak toko nge wa pesanan di batalkan karna ada kendala tertukar di ekspedis,0,0,1,0,0,0,0,0,-1,0,0,0,170,27
samsung-official-store,Samsung Galaxy S24 FE 8/512GB,"saya pesan dua, graphity dan gray, yg dikirim malah gray duanya. Tolong lebih diperhatikan lagi CATATAN dan PESAN dari konsumen!",2,saya pesan dua graphity dan gray yg dikirim malah gray duanya tolong lebih diperhatikan lagi catatan dan pesan dari konsumen,0,0,0,0,1,0,0,0,0,0,-1,0,124,20
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sesuai sih hanya hrg nya di NTT lebih murah🤣🙏🙏,5,sesuai sih hanya hrg nya di ntt lebih murah,0,1,0,0,0,0,0,1,0,0,0,0,43,9
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Produk sesuai terimakasih, hasil kamera kuning",3,produk sesuai terimakasih hasil kamera kuning,0,0,0,0,0,0,0,0,0,0,0,0,45,6
samsung-official-store,Samsung Galaxy A16 5G 8/256GB,Baik,4,baik,0,0,0,1,0,0,0,0,0,1,0,0,4,1
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,Cepet bgt pengirimannya. Dan tentunya barangnya real..,5,cepet banget pengirimannya dan tentunya barangnya real,0,0,0,0,0,0,0,0,0,0,0,0,54,7
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barangnya ORI next order lagi deh,5,barangnya ori next order lagi deh,0,0,0,0,1,0,0,0,0,0,-1,0,33,6
samsung-official-store,Samsung Galaxy A06 4/128GB,"gue biasa ajasih, tapi gue kasih bintang 5, ada harga ada rupa.",5,gue biasa ajasih tapi gue kasih bintang ada harga ada rupa,0,0,0,0,0,0,0,0,0,0,0,0,58,11
samsung-official-store,Samsung Galaxy A06 4/64GB,Sesuai,5,sesuai,0,0,0,0,0,0,0,0,0,0,0,0,6,1
samsung-official-store,Samsung Galaxy A06 4/128GB,"Barang mendarat dengan selamat boss, aman jayaa sesuai pesanan pekingnya mantap",5,barang mendarat dengan selamat boss aman jayaa sesuai pesanan pekingnya bagus,1,0,1,0,1,1,1,0,-1,0,1,1,77,11
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Sampe dengan selamat,,,sempat terkecoh oleh oknum yg ngaku cs tiktok,,untung barang SDH sampe dloan,,",5,sampe dengan selamat sempat terkecoh oleh oknum yg ngaku cs tiktok untung barang sdh sampe dloan,0,0,1,0,0,0,0,0,-1,0,0,0,96,16
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"barang ok......ori.....hafiah adaptor charger
seller ok....
kurir ok
pokoke ok dah jgn ragu beli dilapak ini....
sayang ga ada bonus nya😁😁😁",5,barang bagus ori hafiah adaptor charger seller bagus kurir bagus pokoke bagus dah jgn ragu beli dilapak ini sayang tidak ada bonus nya,1,0,0,1,1,0,1,0,0,-1,1,0,134,23
samsung-official-store,Samsung Galaxy A06 4/128GB,Ok bgt,5,bagus banget,1,0,0,0,1,0,1,0,0,0,1,0,12,2
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,"Barang sudah sampai, aman cuman pekezingnya bublewrapnya kurang tebal",5,barang sudah sampai aman cuman pekezingnya bublewrapnya kurang tebal,0,0,0,0,0,1,0,0,0,0,0,1,68,9
samsung-official-store,Samsung Galaxy A06 4/64GB,Amanah cepat orii recomended hanya di samsung official,5,amanah cepat orii recomended hanya di samsung official,0,0,1,0,1,1,0,0,1,0,1,1,54,8
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama","Mantap, kerasa status flagshipnya",5,bagus kerasa status flagshipnya,1,0,0,0,1,0,1,0,0,0,0,0,31,4
samsung-official-store,Samsung Galaxy S24 5G 8/256GB,"barang segel Alhamdulillah aman, device buat kantor semoga awet",5,barang segel alhamdulillah aman device buat kantor semoga awet,0,0,0,0,0,1,0,0,0,0,0,1,62,9
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,bagusss sesuaiii,4,bagusss sesuaiii,1,0,0,0,1,0,1,0,0,0,1,0,16,2
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Kak dalam live kak baim wong katanya 8 ram tpi kok cuma 4 ram ya??,4,kak dalam live kak baim wong katanya ram tpi kok cuma ram ya,0,0,0,0,0,0,0,0,0,0,0,0,60,13
samsung-official-store,Samsung Galaxy A06 4/64GB,Good,5,good,0,0,0,0,0,0,0,0,0,0,0,0,4,1
samsung-official-store,Samsung Galaxy A06 4/64GB,Barang datang sesuai pesanan.. kurirnya amanah,5,barang datang sesuai pesanan kurirnya amanah,0,0,0,0,0,1,0,0,0,0,0,1,44,6
samsung-official-store,"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD",Mantap 👍👍👍👍,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Harga murah hp samsung galaxy A06 tapi dapat barang bagus/baru tidak mengecewakan seperti yg di spil di live saya uda dua kali beli di live Baim Wong sangat2 puas makasih...,5,harga murah hp samsung galaxy a tapi dapat barang bagus baru tidak mengecewakan seperti yg di spil di live saya uda dua kali beli di live baim wong sangat puas makasih,1,1,0,1,1,0,1,1,0,-1,1,0,167,31
samsung-official-store,Samsung Galaxy A16 LTE 8/128GB,"Pengantaran cepat, paket yang dikirim juga sangat baik pengemasan nya 🙏 sangat top lah",5,pengantaran cepat paket yang dikirim juga sangat baik pengemasan nya sangat top lah,0,0,1,1,1,0,0,0,1,1,1,0,83,13
samsung-official-store,"Samsung 32"" HD HE50E TV | HDR | OTS Lite | One UI Tizen | Slim Design | UA32HE50EFKLXD",Tv retak pecah,1,tv retak pecah,0,0,0,0,0,0,0,0,0,0,0,0,14,3
samsung-official-store,"Samsung Galaxy S24 FE [8/256] - [Blue, Graphite, Gray] Smartphone AI, AI Phone, Handphone AI, Kamera 50MP, Layar besar, RAM besar, Baterai tahan lama",ori dan sesuai review ... pas promo pas murah,4,ori dan sesuai review pas promo pas murah,0,1,0,0,0,0,0,1,0,0,0,0,41,8
samsung-official-store,Samsung Galaxy S25 Ultra 12/512GB - Smartphone AI | Galaxy AI | Snapdragon 8 Elite for Galaxy | Android,Pengiriman cepat dan aman. Barang original,5,pengiriman cepat dan aman barang original,1,0,1,0,1,1,1,0,1,0,1,1,41,6
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,"Mendarat dengan selamat
Semoga awet",5,mendarat dengan selamat semoga awet,0,0,1,0,0,0,0,0,-1,0,0,0,35,5
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Barangnya sudah nyampai  cepat pengirimannya,5,barangnya sudah nyampai cepat pengirimannya,0,0,1,0,1,0,0,0,1,0,1,0,43,5
samsung-official-store,Samsung Galaxy A16 LTE 8/256GB,sesuai pesanan. yg terima sepupu saya suka. dan hp berfungsi dgn baik. terimakasih samsung,5,sesuai pesanan yg terima sepupu saya suka dan hp berfungsi dgn baik terimakasih samsung,0,0,0,1,0,0,0,0,0,1,0,0,87,14
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,Samsung Galaxy Tab A9 4/64GB,"Paketnya sudah kami terima. Produknya original & belum di unboxing. Semoga saja produknya berfungsi dengan baik, tanpa ada kerusakan. Thanks seller, tokopedia & k...",5,paketnya sudah kami terima produknya original belum di unboxing semoga saja produknya berfungsi dengan baik tanpa ada kerusakan thanks seller tokopedia k,1,0,0,1,0,1,0,0,0,1,0,-1,153,22
samsung-official-store,[ Nabilfitrah ] Samsung Galaxy A16 LTE 8/128GB,Bagus,5,bagus,1,0,0,0,1,0,1,0,0,0,1,0,5,1
samsung-official-store,[ Baim Wong ] Samsung Galaxy A16 5G 8/256GB,"Barang sesuai, pengiriman nya juga cepet mantep lah nih toko terimakasih seller dan kurir 👍",5,barang sesuai pengiriman nya juga cepet mantep lah nih toko terimakasih seller dan kurir,0,0,0,0,0,0,0,0,0,0,0,0,88,14
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Makasih hp bagus makasih yaa🙏,5,makasih hp bagus makasih yaa,1,0,0,0,1,0,1,0,0,0,1,0,28,5
samsung-official-store,Samsung Galaxy A06 4/64GB,Sudah diterima dengan baik. Packing rapi bgttt. Sayang bgt chargernya wrna putih bkn hitam. Itu saja c. Semuanya good.,4,sudah diterima dengan baik packing rapi bgttt sayang banget chargernya wrna putih bkn hitam itu saja c semuanya good,0,0,0,1,0,1,0,0,0,1,0,1,116,19
samsung-official-store,[ Baim Wong ] Samsung Galaxy A06 4/64GB,Sesuai pesanan....,5,sesuai pesanan,0,0,0,0,0,0,0,0,0,0,0,0,14,2
